city_id,city,country_id,last_update,,,,,,,
161,Escobar,6,2006/2/15 11:45,,,,,,,
162,Esfahan,46,2006/2/15 11:45,,,,,,,
163,Eskisehir,97,2006/2/15 11:45,,,,,,,
164,Etawah,44,2006/2/15 11:45,,,,,,,
165,Ezeiza,6,2006/2/15 11:45,,,,,,,
166,Ezhou,23,2006/2/15 11:45,,,,,,,
167,Faaa,36,2006/2/15 11:45,,,,,,,
168,Fengshan,92,2006/2/15 11:45,,,,,,,
169,Firozabad,44,2006/2/15 11:45,,,,,,,
170,Florencia,24,2006/2/15 11:45,,,,,,,
171,Fontana,103,2006/2/15 11:45,,,,,,,
172,Fukuyama,50,2006/2/15 11:45,,,,,,,
173,Funafuti,99,2006/2/15 11:45,,,,,,,
174,Fuyu,23,2006/2/15 11:45,,,,,,,
175,Fuzhou,23,2006/2/15 11:45,,,,,,,
176,Gandhinagar,44,2006/2/15 11:45,,,,,,,
177,Garden Grove,103,2006/2/15 11:45,,,,,,,
178,Garland,103,2006/2/15 11:45,,,,,,,
179,Gatineau,20,2006/2/15 11:45,,,,,,,
180,Gaziantep,97,2006/2/15 11:45,,,,,,,
181,Gijón,87,2006/2/15 11:45,,,,,,,
182,Gingoog,75,2006/2/15 11:45,,,,,,,
183,Goiânia,15,2006/2/15 11:45,,,,,,,
184,Gorontalo,45,2006/2/15 11:45,,,,,,,
185,Grand Prairie,103,2006/2/15 11:45,,,,,,,
186,Graz,9,2006/2/15 11:45,,,,,,,
187,Greensboro,103,2006/2/15 11:45,,,,,,,
188,Guadalajara,60,2006/2/15 11:45,,,,,,,
189,Guarujá,15,2006/2/15 11:45,,,,,,,
190,Águas Lindas de Goiás,15,2006/2/15 11:45,,,,,,,
191,Gulbarga,44,2006/2/15 11:45,,,,,,,
192,Hagonoy,75,2006/2/15 11:45,,,,,,,
193,Haining,23,2006/2/15 11:45,,,,,,,
194,Haiphong,105,2006/2/15 11:45,,,,,,,
195,Haldia,44,2006/2/15 11:45,,,,,,,
196,Halifax,20,2006/2/15 11:45,,,,,,,
197,Halisahar,44,2006/2/15 11:45,,,,,,,
198,Halle/Saale,38,2006/2/15 11:45,,,,,,,
199,Hami,23,2006/2/15 11:45,,,,,,,
200,Hamilton,68,2006/2/15 11:45,,,,,,,
201,Hanoi,105,2006/2/15 11:45,,,,,,,
202,Hidalgo,60,2006/2/15 11:45,,,,,,,
203,Higashiosaka,50,2006/2/15 11:45,,,,,,,
204,Hino,50,2006/2/15 11:45,,,,,,,
205,Hiroshima,50,2006/2/15 11:45,,,,,,,
206,Hodeida,107,2006/2/15 11:45,,,,,,,
207,Hohhot,23,2006/2/15 11:45,,,,,,,
208,Hoshiarpur,44,2006/2/15 11:45,,,,,,,
209,Hsichuh,92,2006/2/15 11:45,,,,,,,
210,Huai´an,23,2006/2/15 11:45,,,,,,,
211,Hubli-Dharwad,44,2006/2/15 11:45,,,,,,,
212,Huejutla de Reyes,60,2006/2/15 11:45,,,,,,,
213,Huixquilucan,60,2006/2/15 11:45,,,,,,,
214,Huánuco,74,2006/2/15 11:45,,,,,,,
215,Ibirité,15,2006/2/15 11:45,,,,,,,
216,Idfu,29,2006/2/15 11:45,,,,,,,
217,Ife,69,2006/2/15 11:45,,,,,,,
218,Ikerre,69,2006/2/15 11:45,,,,,,,
219,Iligan,75,2006/2/15 11:45,,,,,,,
220,Ilorin,69,2006/2/15 11:45,,,,,,,
221,Imus,75,2006/2/15 11:45,,,,,,,
222,Inegöl,97,2006/2/15 11:45,,,,,,,
223,Ipoh,59,2006/2/15 11:45,,,,,,,
224,Isesaki,50,2006/2/15 11:45,,,,,,,
225,Ivanovo,80,2006/2/15 11:45,,,,,,,
226,Iwaki,50,2006/2/15 11:45,,,,,,,
227,Iwakuni,50,2006/2/15 11:45,,,,,,,
228,Iwatsuki,50,2006/2/15 11:45,,,,,,,
229,Izumisano,50,2006/2/15 11:45,,,,,,,
230,Jaffna,88,2006/2/15 11:45,,,,,,,
231,Jaipur,44,2006/2/15 11:45,,,,,,,
232,Jakarta,45,2006/2/15 11:45,,,,,,,
233,Jalib al-Shuyukh,53,2006/2/15 11:45,,,,,,,
234,Jamalpur,12,2006/2/15 11:45,,,,,,,
235,Jaroslavl,80,2006/2/15 11:45,,,,,,,
236,Jastrzebie-Zdrój,76,2006/2/15 11:45,,,,,,,
237,Jedda,82,2006/2/15 11:45,,,,,,,
238,Jelets,80,2006/2/15 11:45,,,,,,,
239,Jhansi,44,2006/2/15 11:45,,,,,,,
240,Jinchang,23,2006/2/15 11:45,,,,,,,
241,Jining,23,2006/2/15 11:45,,,,,,,
242,Jinzhou,23,2006/2/15 11:45,,,,,,,
243,Jodhpur,44,2006/2/15 11:45,,,,,,,
244,Johannesburg,85,2006/2/15 11:45,,,,,,,
245,Joliet,103,2006/2/15 11:45,,,,,,,
246,José Azueta,60,2006/2/15 11:45,,,,,,,
247,Juazeiro do Norte,15,2006/2/15 11:45,,,,,,,
248,Juiz de Fora,15,2006/2/15 11:45,,,,,,,
249,Junan,23,2006/2/15 11:45,,,,,,,
250,Juárez,60,2006/2/15 11:45,,,,,,,
251,Kabul,1,2006/2/15 11:45,,,,,,,
252,Kaduna,69,2006/2/15 11:45,,,,,,,
253,Kakamigahara,50,2006/2/15 11:45,,,,,,,
254,Kaliningrad,80,2006/2/15 11:45,,,,,,,
255,Kalisz,76,2006/2/15 11:45,,,,,,,
256,Kamakura,50,2006/2/15 11:45,,,,,,,
257,Kamarhati,44,2006/2/15 11:45,,,,,,,
258,Kamjanets-Podilskyi,100,2006/2/15 11:45,,,,,,,
259,Kamyšin,80,2006/2/15 11:45,,,,,,,
260,Kanazawa,50,2006/2/15 11:45,,,,,,,
261,Kanchrapara,44,2006/2/15 11:45,,,,,,,
262,Kansas City,103,2006/2/15 11:45,,,,,,,
263,Karnal,44,2006/2/15 11:45,,,,,,,
264,Katihar,44,2006/2/15 11:45,,,,,,,
265,Kermanshah,46,2006/2/15 11:45,,,,,,,
266,Kilis,97,2006/2/15 11:45,,,,,,,
267,Kimberley,85,2006/2/15 11:45,,,,,,,
268,Kimchon,86,2006/2/15 11:45,,,,,,,
269,Kingstown,81,2006/2/15 11:45,,,,,,,
270,Kirovo-Tšepetsk,80,2006/2/15 11:45,,,,,,,
271,Kisumu,52,2006/2/15 11:45,,,,,,,
272,Kitwe,109,2006/2/15 11:45,,,,,,,
273,Klerksdorp,85,2006/2/15 11:45,,,,,,,
274,Kolpino,80,2006/2/15 11:45,,,,,,,
275,Konotop,100,2006/2/15 11:45,,,,,,,
276,Koriyama,50,2006/2/15 11:45,,,,,,,
277,Korla,23,2006/2/15 11:45,,,,,,,
278,Korolev,80,2006/2/15 11:45,,,,,,,
279,Kowloon and New Kowloon,42,2006/2/15 11:45,,,,,,,
280,Kragujevac,108,2006/2/15 11:45,,,,,,,
281,Kütahya,97,2006/2/15 11:45,,,,,,,
282,Kuching,59,2006/2/15 11:45,,,,,,,
283,Kumbakonam,44,2006/2/15 11:45,,,,,,,
284,Kurashiki,50,2006/2/15 11:45,,,,,,,
285,Kurgan,80,2006/2/15 11:45,,,,,,,
286,Kursk,80,2006/2/15 11:45,,,,,,,
287,Kuwana,50,2006/2/15 11:45,,,,,,,
288,La Paz,60,2006/2/15 11:45,,,,,,,
289,La Plata,6,2006/2/15 11:45,,,,,,,
290,La Romana,27,2006/2/15 11:45,,,,,,,
291,Laiwu,23,2006/2/15 11:45,,,,,,,
292,Lancaster,103,2006/2/15 11:45,,,,,,,
293,Laohekou,23,2006/2/15 11:45,,,,,,,
294,Lapu-Lapu,75,2006/2/15 11:45,,,,,,,
295,Laredo,103,2006/2/15 11:45,,,,,,,
296,Lausanne,91,2006/2/15 11:45,,,,,,,
297,Le Mans,34,2006/2/15 11:45,,,,,,,
298,Lengshuijiang,23,2006/2/15 11:45,,,,,,,
299,Leshan,23,2006/2/15 11:45,,,,,,,
300,Lethbridge,20,2006/2/15 11:45,,,,,,,
301,Lhokseumawe,45,2006/2/15 11:45,,,,,,,
302,Liaocheng,23,2006/2/15 11:45,,,,,,,
303,Liepaja,54,2006/2/15 11:45,,,,,,,
304,Lilongwe,58,2006/2/15 11:45,,,,,,,
305,Lima,74,2006/2/15 11:45,,,,,,,
306,Lincoln,103,2006/2/15 11:45,,,,,,,
307,Linz,9,2006/2/15 11:45,,,,,,,
308,Lipetsk,80,2006/2/15 11:45,,,,,,,
309,Livorno,49,2006/2/15 11:45,,,,,,,
310,Ljubertsy,80,2006/2/15 11:45,,,,,,,
311,Loja,28,2006/2/15 11:45,,,,,,,
312,London,102,2006/2/15 11:45,,,,,,,
313,London,20,2006/2/15 11:45,,,,,,,
314,Lublin,76,2006/2/15 11:45,,,,,,,
315,Lubumbashi,25,2006/2/15 11:45,,,,,,,
316,Lungtan,92,2006/2/15 11:45,,,,,,,
317,Luziânia,15,2006/2/15 11:45,,,,,,,
318,Madiun,45,2006/2/15 11:45,,,,,,,
319,Mahajanga,57,2006/2/15 11:45,,,,,,,
320,Maikop,80,2006/2/15 11:45,,,,,,,
321,Malmö,90,2006/2/15 11:45,,,,,,,
322,Manchester,103,2006/2/15 11:45,,,,,,,
323,Mandaluyong,75,2006/2/15 11:45,,,,,,,
324,Mandi Bahauddin,72,2006/2/15 11:45,,,,,,,
325,Mannheim,38,2006/2/15 11:45,,,,,,,
326,Maracaíbo,104,2006/2/15 11:45,,,,,,,
327,Mardan,72,2006/2/15 11:45,,,,,,,
328,Maringá,15,2006/2/15 11:45,,,,,,,
329,Masqat,71,2006/2/15 11:45,,,,,,,
330,Matamoros,60,2006/2/15 11:45,,,,,,,
331,Matsue,50,2006/2/15 11:45,,,,,,,
332,Meixian,23,2006/2/15 11:45,,,,,,,
333,Memphis,103,2006/2/15 11:45,,,,,,,
334,Merlo,6,2006/2/15 11:45,,,,,,,
335,Mexicali,60,2006/2/15 11:45,,,,,,,
336,Miraj,44,2006/2/15 11:45,,,,,,,
337,Mit Ghamr,29,2006/2/15 11:45,,,,,,,
338,Miyakonojo,50,2006/2/15 11:45,,,,,,,
339,Mogiljov,13,2006/2/15 11:45,,,,,,,
340,Molodetšno,13,2006/2/15 11:45,,,,,,,
341,Monclova,60,2006/2/15 11:45,,,,,,,
342,Monywa,64,2006/2/15 11:45,,,,,,,
343,Moscow,80,2006/2/15 11:45,,,,,,,
344,Mosul,47,2006/2/15 11:45,,,,,,,
345,Mukatševe,100,2006/2/15 11:45,,,,,,,
346,Munger (Monghyr),44,2006/2/15 11:45,,,,,,,
347,Mwanza,93,2006/2/15 11:45,,,,,,,
348,Mwene-Ditu,25,2006/2/15 11:45,,,,,,,
349,Myingyan,64,2006/2/15 11:45,,,,,,,
350,Mysore,44,2006/2/15 11:45,,,,,,,
351,Naçala-Porto,63,2006/2/15 11:45,,,,,,,
352,Nabereznyje Tšelny,80,2006/2/15 11:45,,,,,,,
353,Nador,62,2006/2/15 11:45,,,,,,,
354,Nagaon,44,2006/2/15 11:45,,,,,,,
355,Nagareyama,50,2006/2/15 11:45,,,,,,,
356,Najafabad,46,2006/2/15 11:45,,,,,,,
357,Naju,86,2006/2/15 11:45,,,,,,,
358,Nakhon Sawan,94,2006/2/15 11:45,,,,,,,
359,Nam Dinh,105,2006/2/15 11:45,,,,,,,
360,Namibe,4,2006/2/15 11:45,,,,,,,
361,Nantou,92,2006/2/15 11:45,,,,,,,
362,Nanyang,23,2006/2/15 11:45,,,,,,,
363,NDjamna,21,2006/2/15 11:45,,,,,,,
364,Newcastle,85,2006/2/15 11:45,,,,,,,
365,Nezahualcóyotl,60,2006/2/15 11:45,,,,,,,
366,Nha Trang,105,2006/2/15 11:45,,,,,,,
367,Niznekamsk,80,2006/2/15 11:45,,,,,,,
368,Novi Sad,108,2006/2/15 11:45,,,,,,,
369,Novotšerkassk,80,2006/2/15 11:45,,,,,,,
370,Nuku´alofa,95,2006/2/15 11:45,,,,,,,
371,Nuuk,40,2006/2/15 11:45,,,,,,,
372,Nyeri,52,2006/2/15 11:45,,,,,,,
373,Ocumare del Tuy,104,2006/2/15 11:45,,,,,,,
374,Ogbomosho,69,2006/2/15 11:45,,,,,,,
375,Okara,72,2006/2/15 11:45,,,,,,,
376,Okayama,50,2006/2/15 11:45,,,,,,,
377,Okinawa,50,2006/2/15 11:45,,,,,,,
378,Olomouc,26,2006/2/15 11:45,,,,,,,
379,Omdurman,89,2006/2/15 11:45,,,,,,,
380,Omiya,50,2006/2/15 11:45,,,,,,,
381,Ondo,69,2006/2/15 11:45,,,,,,,
382,Onomichi,50,2006/2/15 11:45,,,,,,,
383,Oshawa,20,2006/2/15 11:45,,,,,,,
384,Osmaniye,97,2006/2/15 11:45,,,,,,,
385,Šostka,100,2006/2/15 11:45,,,,,,,
386,Otsu,50,2006/2/15 11:45,,,,,,,
387,Oulu,33,2006/2/15 11:45,,,,,,,
388,Ourense (Orense),87,2006/2/15 11:45,,,,,,,
389,Owo,69,2006/2/15 11:45,,,,,,,
390,Oyo,69,2006/2/15 11:45,,,,,,,
391,Ozamis,75,2006/2/15 11:45,,,,,,,
392,Paarl,85,2006/2/15 11:45,,,,,,,
393,Pachuca de Soto,60,2006/2/15 11:45,,,,,,,
394,Pak Kret,94,2006/2/15 11:45,,,,,,,
395,Palghat (Palakkad),44,2006/2/15 11:45,,,,,,,
396,Pangkal Pinang,45,2006/2/15 11:45,,,,,,,
397,Papeete,36,2006/2/15 11:45,,,,,,,
398,Parbhani,44,2006/2/15 11:45,,,,,,,
399,Pathankot,44,2006/2/15 11:45,,,,,,,
400,Patiala,44,2006/2/15 11:45,,,,,,,
401,Patras,39,2006/2/15 11:45,,,,,,,
402,Pavlodar,51,2006/2/15 11:45,,,,,,,
403,Pemalang,45,2006/2/15 11:45,,,,,,,
404,Peoria,103,2006/2/15 11:45,,,,,,,
405,Pereira,24,2006/2/15 11:45,,,,,,,
406,Phnom Penh,18,2006/2/15 11:45,,,,,,,
407,Pingxiang,23,2006/2/15 11:45,,,,,,,
408,Pjatigorsk,80,2006/2/15 11:45,,,,,,,
409,Plock,76,2006/2/15 11:45,,,,,,,
410,Poá,15,2006/2/15 11:45,,,,,,,
411,Ponce,77,2006/2/15 11:45,,,,,,,
412,Pontianak,45,2006/2/15 11:45,,,,,,,
413,Poços de Caldas,15,2006/2/15 11:45,,,,,,,
414,Portoviejo,28,2006/2/15 11:45,,,,,,,
415,Probolinggo,45,2006/2/15 11:45,,,,,,,
416,Pudukkottai,44,2006/2/15 11:45,,,,,,,
417,Pune,44,2006/2/15 11:45,,,,,,,
418,Purnea (Purnia),44,2006/2/15 11:45,,,,,,,
419,Purwakarta,45,2006/2/15 11:45,,,,,,,
420,Pyongyang,70,2006/2/15 11:45,,,,,,,
421,Qalyub,29,2006/2/15 11:45,,,,,,,
422,Qinhuangdao,23,2006/2/15 11:45,,,,,,,
423,Qomsheh,46,2006/2/15 11:45,,,,,,,
424,Quilmes,6,2006/2/15 11:45,,,,,,,
425,Rae Bareli,44,2006/2/15 11:45,,,,,,,
426,Rajkot,44,2006/2/15 11:45,,,,,,,
427,Rampur,44,2006/2/15 11:45,,,,,,,
428,Rancagua,22,2006/2/15 11:45,,,,,,,
429,Ranchi,44,2006/2/15 11:45,,,,,,,
430,Richmond Hill,20,2006/2/15 11:45,,,,,,,
431,Rio Claro,15,2006/2/15 11:45,,,,,,,
432,Rizhao,23,2006/2/15 11:45,,,,,,,
433,Roanoke,103,2006/2/15 11:45,,,,,,,
434,Ríobamba,28,2006/2/15 11:45,,,,,,,
435,Rockford,103,2006/2/15 11:45,,,,,,,
436,Ruse,17,2006/2/15 11:45,,,,,,,
437,Rustenburg,85,2006/2/15 11:45,,,,,,,
438,´s-Hertogenbosch,67,2006/2/15 11:45,,,,,,,
439,Saarbrücken,38,2006/2/15 11:45,,,,,,,
440,Sagamihara,50,2006/2/15 11:45,,,,,,,
441,Saint Louis,103,2006/2/15 11:45,,,,,,,
442,Saint-Denis,79,2006/2/15 11:45,,,,,,,
443,Salé,62,2006/2/15 11:45,,,,,,,
444,Salala,71,2006/2/15 11:45,,,,,,,
445,Salamanca,60,2006/2/15 11:45,,,,,,,
446,Salinas,103,2006/2/15 11:45,,,,,,,
447,Salzburg,9,2006/2/15 11:45,,,,,,,
448,Sambhal,44,2006/2/15 11:45,,,,,,,
449,San Bernardino,103,2006/2/15 11:45,,,,,,,
450,San Felipe de Puerto Plata,27,2006/2/15 11:45,,,,,,,
451,San Felipe del Progreso,60,2006/2/15 11:45,,,,,,,
452,San Juan Bautista Tuxtepec,60,2006/2/15 11:45,,,,,,,
453,San Lorenzo,73,2006/2/15 11:45,,,,,,,
454,San Miguel de Tucumán,6,2006/2/15 11:45,,,,,,,
455,Sanaa,107,2006/2/15 11:45,,,,,,,
456,Santa Bárbara d´Oeste,15,2006/2/15 11:45,,,,,,,
457,Santa Fé,6,2006/2/15 11:45,,,,,,,
458,Santa Rosa,75,2006/2/15 11:45,,,,,,,
459,Santiago de Compostela,87,2006/2/15 11:45,,,,,,,
460,Santiago de los Caballeros,27,2006/2/15 11:45,,,,,,,
461,Santo André,15,2006/2/15 11:45,,,,,,,
462,Sanya,23,2006/2/15 11:45,,,,,,,
463,Sasebo,50,2006/2/15 11:45,,,,,,,
464,Satna,44,2006/2/15 11:45,,,,,,,
465,Sawhaj,29,2006/2/15 11:45,,,,,,,
466,Serpuhov,80,2006/2/15 11:45,,,,,,,
467,Shahr-e Kord,46,2006/2/15 11:45,,,,,,,
468,Shanwei,23,2006/2/15 11:45,,,,,,,
469,Shaoguan,23,2006/2/15 11:45,,,,,,,
470,Sharja,101,2006/2/15 11:45,,,,,,,
471,Shenzhen,23,2006/2/15 11:45,,,,,,,
472,Shikarpur,72,2006/2/15 11:45,,,,,,,
473,Shimoga,44,2006/2/15 11:45,,,,,,,
474,Shimonoseki,50,2006/2/15 11:45,,,,,,,
475,Shivapuri,44,2006/2/15 11:45,,,,,,,
476,Shubra al-Khayma,29,2006/2/15 11:45,,,,,,,
477,Siegen,38,2006/2/15 11:45,,,,,,,
478,Siliguri (Shiliguri),44,2006/2/15 11:45,,,,,,,
479,Simferopol,100,2006/2/15 11:45,,,,,,,
480,Sincelejo,24,2006/2/15 11:45,,,,,,,
481,Sirjan,46,2006/2/15 11:45,,,,,,,
482,Sivas,97,2006/2/15 11:45,,,,,,,
483,Skikda,2,2006/2/15 11:45,,,,,,,
484,Smolensk,80,2006/2/15 11:45,,,,,,,
485,São Bernardo do Campo,15,2006/2/15 11:45,,,,,,,
486,São Leopoldo,15,2006/2/15 11:45,,,,,,,
487,Sogamoso,24,2006/2/15 11:45,,,,,,,
488,Sokoto,69,2006/2/15 11:45,,,,,,,
